id,console-name,product-name,loose-price,cib-price,new-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,retail-new-buy,retail-new-sell,asin,epid,gamestop-price,gamestop-trade-price
12249,NES,Godzilla,$12.99,$32.89,$199.99,$2.80,$13.99,$10.50,$34.99,$84.00,$209.99,B001162GIG,112416754,,
9042,NES,Godzilla 2,$86.00,$170.00,$1099.99,$36.00,$89.99,$71.60,$178.99,$462.00,$1154.99,B00004SVQ3,5713,,
9045,NES,Gold Medal Challenge '92,$8.22,$32.23,$99.99,$1.72,$8.59,$10.20,$33.99,$42.00,$104.99,B00004SVQ4,6074,,
9050,NES,Golf,$2.99,$14.92,$27.77,,$3.09,$3.20,$15.99,$8.70,$28.99,B000E7KSN8,170218435,,
9051,NES,Golf Grand Slam,$19.95,$39.50,$89.99,$6.30,$20.99,$16.40,$40.99,$37.60,$93.99,B001B84ESE,6115,,
37969,NES,Golf [5 Screw],,,,,,,,,,none,,,
12250,NES,Golgo 13 Top Secret Episode,$5.84,$21.99,$59.99,$1.22,$6.09,$6.90,$22.99,$25.20,$62.99,B00004SVQ5,175944886,,
12251,NES,Gotcha,$4.02,$11.38,$155.15,$0.84,$4.19,$2.40,$11.99,$65.20,$162.99,B00115L8AO,56232262,,
11993,NES,Gradius,$9.44,$27.99,$426.00,$1.98,$9.89,$8.70,$28.99,$178.80,$446.99,B000J45TL2,56236028,$12.99,$3.20
37999,NES,Gradius [5 Screw],,,,,,,,,,none,,,
9063,NES,Great Waldo Search,$11.50,$49.95,$71.00,$2.40,$11.99,$20.80,$51.99,$30.00,$74.99,B00004SVQ7,4691,,
9068,NES,Greg Norman's Golf Power,$9.99,$30.99,$35.00,$2.00,$9.99,$9.90,$32.99,$14.80,$36.99,B00004SVQ8,5850,,
12252,NES,Gremlins 2,$13.99,$40.00,$14.99,$3.00,$14.99,$16.80,$41.99,$3.20,$15.99,B00004SVQ9,56227301,$12.99,$4.00
12253,NES,Guerrilla War,$9.99,$29.99,$99.99,$2.00,$9.99,$9.30,$30.99,$42.00,$104.99,B000E7RH0A,170231704,,
12254,NES,Gumshoe,$8.32,$47.44,$645.00,$1.74,$8.69,$20.00,$49.99,$270.80,$676.99,B000B696AS,56236728,,
37990,NES,Gumshoe [5 Screw],,,,,,,,,,none,,,
12255,NES,Gun-Nac,$230.73,$399.99,$999.99,$96.80,$241.99,$168.00,$419.99,$420.00,$1049.99,B000Q7X9WS,5670,$159.99,$28.00
12256,NES,Gun.Smoke,$14.99,$49.99,$258.00,$3.20,$15.99,$20.80,$51.99,$108.40,$270.99,B000E7S41G,56249707,,
12257,NES,Gyromite,$2.64,$30.49,$339.99,,$2.79,$9.60,$31.99,$142.80,$356.99,B000E7KSIS,56252919,,
37970,NES,Gyromite [5 Screw],,,,,,,,,,none,,,
37958,NES,Gyromite [ROB Bundle],,$526.66,$5750.00,,,$221.20,$552.99,$2415.20,$6037.99,none,,,
12258,NES,Gyruss,$5.00,$19.47,$50.00,$1.06,$5.29,$4.00,$19.99,$21.20,$52.99,B00004SVQA,56232212,,
12259,NES,Harlem Globetrotters,$8.85,$16.99,$80.88,$1.86,$9.29,$3.60,$17.99,$34.00,$84.99,B00004SVQB,56236968,,
9097,NES,Hatris,$15.50,$29.99,$329.95,$3.20,$15.99,$9.30,$30.99,$138.40,$345.99,B000CSKS84,,,
12260,NES,Heavy Barrel,$12.00,$39.99,$75.00,$2.60,$12.99,$16.80,$41.99,$31.60,$78.99,B000IVEAFC,56237045,,
12261,NES,Heavy Shreddin',$4.24,$15.00,$27.00,$0.90,$4.49,$3.20,$15.99,$8.40,$27.99,B00006CXSS,56237775,,
9109,NES,High Speed,$7.22,$15.99,$32.00,$1.52,$7.59,$3.40,$16.99,$10.20,$33.99,B0018ECL2M,5872,,
12262,NES,Hogan's Alley,$5.50,$19.95,$139.50,$1.16,$5.79,$6.30,$20.99,$58.40,$145.99,B000VEO22M,56227261,,
37971,NES,Hogan's Alley [5 Screw],,,,,,,,,,none,,,
9115,NES,Hollywood Squares,$4.99,$12.99,$35.00,$1.04,$5.19,$2.80,$13.99,$14.80,$36.99,B00004SVQF,6084,,
9117,NES,Home Alone,$8.99,$13.38,$51.00,$1.88,$9.39,$2.80,$13.99,$21.60,$53.99,B00004SVQG,4657,,
9119,NES,Home Alone 2 Lost In New York,$5.01,$10.00,$150.00,$1.06,$5.29,$2.20,$10.99,$63.20,$157.99,B00004SVQH,4667,,
9121,NES,Hook,$9.99,$10.00,$149.99,$2.00,$9.99,$2.20,$10.99,$62.80,$156.99,B00004SVQI,5035,,
12263,NES,Hoops,$3.25,$9.48,$43.00,,$3.39,$2.00,$9.99,$18.00,$44.99,B00004SVQJ,56241336,,
14931,NES,Hot Slots,$810.00,$810.00,$2040.55,$340.40,$850.99,$426.40,$1065.99,$857.20,$2142.99,,170197611,,
9132,NES,Hudson Hawk,$8.37,$15.00,$75.00,$1.76,$8.79,$3.20,$15.99,$31.60,$78.99,B00004SVXT,5726,,
9133,NES,Hunt for Red October,$4.25,$12.75,$79.99,$0.90,$4.49,$2.60,$12.99,$33.60,$83.99,B00004SVQK,6832,,
12264,NES,Hydlide,$5.50,$17.99,$34.99,$1.16,$5.79,$3.80,$18.99,$14.80,$36.99,B00004SVQL,56225831,,
11994,NES,Ice Climber,$14.99,$56.74,$2561.11,$3.00,$14.99,$24.00,$59.99,$1075.60,$2688.99,B0006TNCUK,56243513,$14.99,$4.00
37972,NES,Ice Climber [5 Screw],,,,,,,,,,none,,,
11995,NES,Ice Hockey,$3.50,$13.49,$43.00,,$3.69,$2.80,$13.99,$18.00,$44.99,B0009KMYUK,56237485,,
12265,NES,Ikari Warriors,$5.73,$22.95,$750.00,$1.20,$5.99,$7.20,$23.99,$315.20,$787.99,B000VERG4I,56237980,,
12266,NES,Ikari Warriors II,$5.51,$23.00,$299.95,$1.16,$5.79,$7.20,$23.99,$126.00,$314.99,B000E7TSIO,56226641,,
38047,NES,Ikari Warriors II [5 Screw],,,,,,,,,,none,,,
12267,NES,Ikari Warriors III: The Rescue,$20.57,$71.00,$125.00,$6.60,$21.99,$30.00,$74.99,$52.40,$130.99,B00004SVQN,56232362,,
38008,NES,Ikari Warriors [5 Screw],,,,,,,,,,none,,,
12268,NES,Image Fight,$15.49,$54.99,$50.00,$3.20,$15.99,$23.20,$57.99,$21.20,$52.99,B00004SVQO,56232572,,
9138,NES,Immortal,$8.00,$22.99,$51.00,$1.68,$8.39,$7.20,$23.99,$21.60,$53.99,B00004SVQP,6101,,
12269,NES,Impossible Mission II,$14.99,$28.00,$44.99,$3.20,$15.99,$8.70,$28.99,$18.80,$46.99,B000E7VEO0,56244473,,
9143,NES,Incredible Crash Dummies,$15.58,$49.99,$76.75,$3.20,$15.99,$20.80,$51.99,$32.40,$80.99,B00004SVOJ,4802,,
12270,NES,Indiana Jones and the Last Crusade,$25.49,$49.95,$175.00,$8.10,$26.99,$20.80,$51.99,$73.60,$183.99,B00115L88Q,56227181,,
30748,NES,Indiana Jones and the Last Crusade Ubisoft,$81.25,$197.52,$199.99,$34.00,$84.99,$82.80,$206.99,$84.00,$209.99,B00004SVQM,,,
12271,NES,Indiana Jones and the Temple of Doom,$7.99,$29.49,$235.99,$1.68,$8.39,$9.30,$30.99,$99.20,$247.99,B0009PUCPY,56244263,$9.99,$2.80
12272,NES,Infiltrator,$3.99,$10.50,$19.99,$0.84,$4.19,$2.20,$10.99,$6.30,$20.99,B00004SVQQ,56252189,,
12274,NES,Iron Sword Wizards and Warriors II,$3.25,$16.50,$49.99,,$3.39,$3.40,$16.99,$20.80,$51.99,B00004SVQR,56227091,,
12273,NES,Iron Tank,$6.23,$15.00,$65.00,$1.30,$6.49,$3.20,$15.99,$27.20,$67.99,B000CJ69NQ,56244223,,
12275,NES,Isolated Warrior,$25.00,$43.50,$99.95,$7.80,$25.99,$18.40,$45.99,$42.00,$104.99,B00004SVQS,56243803,,
9155,NES,Jack Nicklaus Golf,$3.51,$5.00,$17.50,,$3.69,$1.10,$5.29,$3.60,$17.99,B00004SVQT,5006,,
12276,NES,Jackal,$10.00,$29.99,$80.00,$2.20,$10.99,$9.30,$30.99,$33.60,$83.99,B00004SVQU,56210344,,
12277,NES,Jackie Chan's Action Kung FU,$60.00,$130.00,$217.50,$25.20,$62.99,$54.80,$136.99,$91.20,$227.99,B00004SVQV,56241306,,
9161,NES,James Bond Jr,$22.62,$40.99,$61.00,$7.20,$23.99,$17.20,$42.99,$25.60,$63.99,B00004SVQW,170201751,,
12278,NES,Jaws,$6.50,$20.50,$129.99,$1.36,$6.79,$6.60,$21.99,$54.40,$135.99,B000FFEQN2,56243493,,
9169,NES,Jeopardy,$3.93,$8.99,$26.00,$0.82,$4.09,$1.90,$9.39,$8.10,$26.99,B00004SVQX,2030,,
9170,NES,Jeopardy 25th Anniversary,$2.98,$9.47,$35.00,,$3.09,$2.00,$9.89,$14.80,$36.99,B00004SVQY,6058,,
9172,NES,Jeopardy Jr,$3.37,$10.99,$44.99,,$3.49,$2.40,$11.99,$18.80,$46.99,B00004SVQZ,5829,,
9176,NES,Jetsons Cogswell's Caper,$164.50,$569.99,$999.99,$69.20,$172.99,$239.20,$597.99,$420.00,$1049.99,B00004SVR0,170191181,,
9177,NES,Jimmy Connors Tennis,$64.37,$225.00,$103.50,$27.20,$67.99,$94.40,$235.99,$43.60,$108.99,B000H58URS,170236562,,
9179,NES,Joe and Mac,$18.00,$45.00,$89.99,$3.80,$18.99,$18.80,$46.99,$37.60,$93.99,B00004SVR1,4730,,
12279,NES,John Elway's Quarterback,$4.30,$8.00,$25.00,$0.90,$4.49,$1.70,$8.39,$7.80,$25.99,B000FI4SIM,56237088,,
12280,NES,Jordan vs Bird One on One,$4.47,$19.76,$49.99,$0.94,$4.69,$6.30,$20.99,$20.80,$51.99,B0009V5XLQ,6285,,
12281,NES,Joshua: The Battle of Jericho,$17.00,$32.00,$199.99,$3.60,$17.99,$10.20,$33.99,$84.00,$209.99,B0010EI5R0,56236708,,
12282,NES,Journey to Silius,$20.51,$61.40,$202.50,$4.00,$19.99,$25.60,$63.99,$85.20,$212.99,B00004SVYA,56232342,$19.99,$6.40
12283,NES,Joust,$6.82,$22.58,$36.50,$1.44,$7.19,$7.20,$23.99,$15.20,$37.99,B00004SVR2,56249797,,
9190,NES,Jurassic Park,$10.98,$27.49,$150.34,$2.40,$11.99,$8.70,$28.99,$63.20,$157.99,B00004SVR3,4603,$12.99,$3.20
12284,NES,Kabuki Quantum Fighter,$15.00,$34.88,$68.00,$3.20,$15.99,$14.80,$36.99,$28.40,$70.99,B00004SVTJ,56249807,,
12285,NES,Karate Champ,$2.83,$11.50,$38.49,,$2.99,$2.40,$11.99,$16.00,$39.99,B00004SVR4,56241256,,
12286,NES,Karnov,$5.10,$28.00,$24.59,$1.08,$5.39,$8.70,$28.99,$7.80,$25.99,B000B6E5RM,56249767,,
9204,NES,Kick Master,$79.99,$202.39,$206.73,$33.60,$83.99,$85.20,$212.99,$86.80,$216.99,B00004SVR5,6125,,
12287,NES,Kickle Cubicle,$15.00,$38.00,$319.99,$3.20,$15.99,$16.00,$39.99,$134.40,$335.99,B000KZAKKU,56253199,,
11996,NES,Kid Icarus,$18.49,$72.58,$345.00,$3.80,$18.99,$30.40,$75.99,$144.80,$361.99,B00005AV86,170237546,$19.99,$5.60
38010,NES,Kid Icarus [5 Screw],,,,,,,,,,none,,,
9205,NES,Kid Klown in Night Mayor World,$271.00,$889.95,$699.99,$114.00,$284.99,$373.60,$933.99,$294.00,$734.99,B00213C8VI,5736,,
12288,NES,Kid Kool,$10.50,$14.99,$61.00,$2.20,$10.99,$3.20,$15.99,$25.60,$63.99,B00004SVR6,56226541,,
12289,NES,Kid Niki Radical Ninja,$9.95,$15.51,$307.85,$2.00,$9.99,$3.20,$15.99,$129.20,$322.99,B000VYWCWY,56236918,,
38041,NES,Kid Niki Radical Ninja [5 Screw],,,,,,,,,,none,,,
16437,NES,King Neptune's Adventure,$75.00,$158.50,$208.50,$31.60,$78.99,$66.40,$165.99,$87.60,$218.99,B001AMZ8C2,170197761,,
12290,NES,King of Kings,$10.00,$29.94,$83.50,$2.20,$10.99,$9.30,$30.99,$35.20,$87.99,B004AKVBY0,56253449,,
9212,NES,King's Knight,$6.99,$26.00,$349.99,$1.46,$7.29,$8.10,$26.99,$146.80,$366.99,B00004SVR7,56237175,,
12291,NES,King's Quest V,$21.94,$46.00,$199.99,$6.90,$22.99,$19.20,$47.99,$84.00,$209.99,B00004SVR8,5847,,
12292,NES,Kings of the Beach,$2.62,$12.97,$49.88,,$2.79,$2.80,$13.99,$20.80,$51.99,B00004SVXU,56243433,,
9213,NES,Kirby's Adventure,$16.50,$44.99,$92.00,$3.40,$16.99,$18.80,$46.99,$38.80,$96.99,B00004SVR9,6068,$14.99,$4.00
12293,NES,Kiwi Kraze,$22.74,$54.00,$371.00,$7.20,$23.99,$22.80,$56.99,$156.00,$389.99,B00004SVRA,56253559,,
12294,NES,Klashball,$11.99,$28.99,$90.00,$2.60,$12.99,$9.00,$29.99,$38.00,$94.99,B00004SVRB,5839,,
12295,NES,Klax,$5.98,$11.23,$49.00,$1.26,$6.29,$2.40,$11.99,$20.40,$50.99,B00004SVRC,4740,,
12296,NES,Knight Rider,$5.63,$17.09,$179.61,$1.18,$5.89,$3.60,$17.99,$75.60,$188.99,B000E81EY4,56226441,,
12297,NES,Krazy Kreatures,$13.45,$28.86,$109.99,$2.80,$13.99,$9.00,$29.99,$46.00,$114.99,B000Q80ZHY,56226471,,
12298,NES,Krion Conquest,$70.91,$169.95,$399.99,$29.60,$73.99,$71.20,$177.99,$168.00,$419.99,B00004SVRD,56232252,,
9217,NES,Krusty's Fun House,$9.99,$32.50,$129.00,$2.00,$9.99,$10.20,$33.99,$54.00,$134.99,B00004SVRE,5860,,
12299,NES,Kung Fu,$8.50,$24.99,$279.99,$1.78,$8.89,$7.80,$25.99,$117.60,$293.99,B00004SVXV,56248987,,
12300,NES,Kung Fu Heroes,$5.95,$13.50,$40.00,$1.26,$6.29,$2.80,$13.99,$16.80,$41.99,B0009ML59Y,56238100,,
37973,NES,Kung Fu [5 Screw],,,,,,,,,,none,,,
9242,NES,L'Empereur,$75.00,$159.00,$194.50,$31.60,$78.99,$66.80,$166.99,$81.60,$203.99,B00004SVRF,5849,,
9222,NES,Laser Invasion,$15.25,$23.00,$89.95,$3.20,$15.99,$7.20,$23.99,$37.60,$93.99,B00004SVRG,5882,,
19472,NES,Laserscope,$29.99,,$150.00,$9.30,$30.99,$16.40,$40.99,$63.20,$157.99,B004FKWN92,,,
9224,NES,Last Action Hero,$64.99,$153.85,$186.99,$27.20,$67.99,$64.80,$161.99,$78.40,$195.99,B00004SVRH,4701,,
12301,NES,Last Starfighter,$11.37,$15.49,$175.00,$2.40,$11.99,$3.20,$15.99,$73.60,$183.99,B00235KZI2,56210484,,
12302,NES,Lee Trevino's Fighting Golf,$4.33,$4.99,$26.00,$0.92,$4.59,$1.00,$5.19,$8.10,$26.99,B0006TNCBY,56249017,,
12303,NES,Legacy of the Wizard,$3.75,$15.00,$64.99,$0.78,$3.89,$3.20,$15.99,$27.20,$67.99,B00004SVRJ,56236785,,
11997,NES,Legend of Kage,$3.99,$10.00,$279.95,$0.84,$4.19,$2.20,$10.99,$117.60,$293.99,B00004SVXF,56238010,,
38018,NES,Legend of Kage [5 Screw],,,,,,,,,,none,,,
9236,NES,Legend of Zelda,$21.95,$57.99,$325.00,$6.90,$22.99,$24.40,$60.99,$136.40,$340.99,B00004SVXW,5733,$19.99,$5.60
38020,NES,Legend of Zelda [5 Screw],,,,,,,,,,none,,,
12304,NES,Legendary Wings,$5.26,$21.95,$139.99,$1.10,$5.49,$6.90,$22.99,$58.80,$146.99,B00004SVRK,56210524,,
12305,NES,Legends of the Diamond,$8.50,$29.99,$67.29,$1.78,$8.89,$9.30,$30.99,$28.40,$70.99,B00004SVRL,6078,,
9240,NES,Lemmings,$30.99,$79.95,$189.00,$9.90,$32.99,$33.60,$83.99,$79.20,$197.99,B00004SVRM,175943579,,
9245,NES,Lethal Weapon,$25.99,$56.00,$169.99,$8.10,$26.99,$23.60,$58.99,$71.20,$177.99,B00004SVRN,4769,,
12306,NES,Life Force,$9.95,$31.93,$159.99,$2.00,$9.99,$10.20,$33.99,$67.20,$167.99,B00004SVRO,56236835,$12.99,$3.20
12307,NES,Linus Spacehead Cosmic Adventure,$55.50,$112.50,$61.05,$23.20,$57.99,$47.20,$117.99,$25.60,$63.99,B000BYFQ4K,56241176,,
12308,NES,Little League Baseball,$7.24,$26.99,$71.99,$1.52,$7.59,$8.40,$27.99,$30.40,$75.99,B00004SVRP,56210424,,
9248,NES,Little Mermaid,$8.62,$20.50,$202.51,$1.82,$9.09,$6.60,$21.99,$85.20,$212.99,B00004SVRQ,5901,,
9249,NES,Little Nemo The Dream Master,$7.25,$30.00,$161.50,$1.52,$7.59,$9.60,$31.99,$68.00,$169.99,B00004SVRR,5892,,
12309,NES,Little Ninja Brothers,$45.00,$163.00,$550.00,$18.80,$46.99,$68.40,$170.99,$231.20,$577.99,B00004SVRS,56226741,,
9250,NES,Little Samson,$1130.55,$3499.00,$4550.00,$474.80,$1186.99,$1469.60,$3673.99,$1911.20,$4777.99,B000TV6SB0,5743,,
11998,NES,Lode Runner,$7.75,$27.99,$750.00,$1.62,$8.09,$8.70,$28.99,$315.20,$787.99,B000B6E66W,56240996,,
38024,NES,Lode Runner [5 Screw],,,,,,,,,,none,,,
9253,NES,Lone Ranger,$29.10,$57.97,$102.50,$9.30,$30.99,$24.40,$60.99,$43.20,$107.99,B00004SVRT,6135,,
12310,NES,Loopz,$4.99,$14.88,$50.00,$1.04,$5.19,$3.20,$15.99,$21.20,$52.99,B0009MJACI,170313808,,
12311,NES,Low G Man,$6.65,$20.99,$59.99,$1.40,$6.99,$6.60,$21.99,$25.20,$62.99,B000G15CWE,56238290,,
9260,NES,Lunar Pool,$4.24,$12.49,$103.16,$0.90,$4.49,$2.60,$12.99,$43.20,$107.99,B000HAFEXG,5746,,
38036,NES,Lunar Pool [5 Screw],,,,,,,,,,none,,,
9307,NES,M.C. Kids,$15.50,$26.00,$122.50,$3.20,$15.99,$8.10,$26.99,$51.60,$128.99,B00004SVRU,6114,$17.99,$4.00
9387,NES,M.U.L.E.,$19.00,$39.99,$39.99,$4.00,$19.99,$16.80,$41.99,$16.80,$41.99,B00004SVYB,5857,,
12312,NES,MUSCLE,$10.55,$55.54,$939.99,$2.20,$10.99,$23.20,$57.99,$394.80,$986.99,B000B4132O,56237840,,
37993,NES,MUSCLE [5 Screw],,,,,,,,,,none,,,
11999,NES,Mach Rider,$4.99,$30.00,$222.50,$1.04,$5.19,$9.60,$31.99,$93.60,$233.99,B0002VFW3W,56210414,,
37978,NES,Mach Rider [5 Screw],,,,,,,,,,none,,,
12313,NES,Mad Max,$8.00,$35.00,$124.99,$1.68,$8.39,$14.80,$36.99,$52.40,$130.99,B0007LQ1NC,56232422,,
9275,NES,Magic Darts,$6.73,$9.50,$79.99,$1.42,$7.09,$2.00,$9.99,$33.60,$83.99,B00004SVRW,5902,,
12314,NES,Magician,$23.50,$38.00,$80.00,$7.50,$24.99,$16.00,$39.99,$33.60,$83.99,B00004SVRY,56227561,,
12315,NES,Magmax,$4.94,$9.99,$59.99,$1.04,$5.19,$2.00,$9.99,$25.20,$62.99,B00004SVRZ,56232492,,
12316,NES,Major League Baseball,$2.95,$8.99,$51.00,,$3.09,$1.90,$9.39,$21.60,$53.99,B000JF9C82,56237465,,
12317,NES,Maniac Mansion,$16.00,$51.04,$256.99,$3.40,$16.99,$21.60,$53.99,$108.00,$269.99,B00004SVS0,56237220,$19.99,$5.60
13766,NES,Mappy-Land,$8.50,$20.49,$109.99,$1.78,$8.89,$6.60,$21.99,$46.00,$114.99,B000E99XSW,56232612,,
12319,NES,Marble Madness,$4.99,$16.51,$20.50,$1.04,$5.19,$3.40,$16.99,$6.60,$21.99,B00079YXP2,4636,$6.99,$0.80
12000,NES,Mario Bros,$18.00,$51.00,$89.95,$3.60,$17.99,$21.60,$53.99,$37.60,$93.99,B000E99JN6,56237495,$17.99,$4.80
37987,NES,Mario Bros [5 Screw],,,,,,,,,,none,,,
9287,NES,Mario Is Missing,$16.01,$52.99,$153.61,$3.40,$16.99,$22.40,$55.99,$64.40,$160.99,B00004SVS1,4677,,
9289,NES,Mario's Time Machine,$55.00,$147.50,$1499.99,$23.20,$57.99,$62.00,$154.99,$630.00,$1574.99,B00004SVS2,4750,,
12321,NES,Master Chu and the Drunkard Hu,$29.95,$39.95,$91.00,$9.30,$30.99,$16.80,$41.99,$38.40,$95.99,B0009LSNE0,114643454,,
14925,NES,Maxi 15,$46.67,$80.00,$100.00,$19.60,$48.99,$33.60,$83.99,$42.00,$104.99,B003N3FEH0,56232192,,
12322,NES,Mechanized Attack,$13.99,$22.88,$59.00,$3.00,$14.99,$7.20,$23.99,$24.80,$61.99,B00237EF1S,56236905,,
9314,NES,Mega Man,$55.61,$205.08,$2500.00,$23.20,$57.99,$86.00,$214.99,$1050.00,$2624.99,B00004SVXG,4779,$69.99,$20.00
37373,NES,Mega Man 10,,,$99.95,,,,,$42.00,$104.99,none,,,
12323,NES,Mega Man 2,$21.44,$81.01,$1104.00,$6.90,$22.99,$34.00,$84.99,$463.60,$1158.99,B00004SVS3,56236018,$24.99,$6.40
9315,NES,Mega Man 3,$15.99,$54.99,$450.00,$3.40,$16.99,$23.20,$57.99,$189.20,$472.99,B00004SVS5,5064,$19.99,$5.60
12324,NES,Mega Man 4,$25.50,$81.66,$381.00,$8.10,$26.99,$34.40,$85.99,$160.00,$399.99,B00004SVS4,56252809,$39.99,$10.40
9316,NES,Mega Man 5,$77.99,$207.50,$972.50,$32.80,$81.99,$87.20,$217.99,$408.40,$1020.99,B00004SVS6,5756,$69.99,$20.00
9317,NES,Mega Man 6,$37.00,$120.00,$276.00,$15.60,$38.99,$50.40,$125.99,$116.00,$289.99,B00004SVS7,5867,$44.99,$13.60
34155,NES,Mega Man 9 Press Kit,$290.00,$310.00,$399.99,$122.00,$304.99,$130.40,$325.99,$168.00,$419.99,,,,
38045,NES,Mega Man [5 Screw],,,,,,,,,,none,,,
16294,NES,Megacom 76,$29.99,,,$9.30,$30.99,$16.40,$40.99,,,,,,
12325,NES,Menace Beach,$177.00,$399.99,$749.99,$74.40,$185.99,$168.00,$419.99,$314.80,$786.99,B004HX8RWY,56238130,,
12326,NES,Mendel Palace,$12.28,$39.99,$129.99,$2.60,$12.99,$16.80,$41.99,$54.40,$135.99,B00004SVS8,56249817,,
12327,NES,Mermaids of Atlantis,$30.99,$90.00,$125.00,$9.90,$32.99,$38.00,$94.99,$52.40,$130.99,B00237VU48,56244033,,
12328,NES,Metal Fighter,$17.49,$34.90,$89.99,$3.60,$17.99,$14.80,$36.99,$37.60,$93.99,B000E91GM8,170237766,,
12329,NES,Metal Gear,$6.63,$48.06,$202.50,$1.40,$6.99,$20.00,$49.99,$85.20,$212.99,B00004SVS9,56210354,$9.99,$2.40
12330,NES,Metal Mech,$9.50,$34.99,$64.99,$2.00,$9.99,$14.80,$36.99,$27.20,$67.99,B00004SVSA,56236998,,
12331,NES,Metal Storm,$129.99,$289.95,$731.01,$54.40,$135.99,$121.60,$303.99,$307.20,$767.99,B00004SVSB,56244413,$99.99,$24.00
9331,NES,Metroid,$15.06,$61.00,$1199.99,$3.20,$15.99,$25.60,$63.99,$504.00,$1259.99,B00004SVYF,6088,$15.99,$4.00
37991,NES,Metroid [5 Screw],,,,,,,,,,none,,,
12332,NES,Michael Andretti's World GP,$4.94,$6.00,$45.00,$1.04,$5.19,$1.30,$6.29,$18.80,$46.99,B00004SVMP,56227121,,
9337,NES,Mickey Mousecapade,$3.69,$17.50,$129.95,$0.78,$3.89,$3.60,$17.99,$54.40,$135.99,B00004SVYW,5859,,
9338,NES,Mickey's Adventure in Numberland,$59.95,$187.99,$459.99,$25.20,$62.99,$78.80,$196.99,$193.20,$482.99,B00004SVSC,5870,,
9339,NES,Mickey's Safari in Letterland,$14.92,$35.35,$74.00,$3.20,$15.99,$14.80,$36.99,$31.20,$77.99,B00004SVSD,5911,,
12333,NES,Micro Machines,$22.50,$38.99,$11.50,$7.20,$23.99,$16.40,$40.99,$2.40,$11.99,B000JRCV10,214704976,$34.99,$12.00
12334,NES,Mig 29,$8.50,$19.95,$29.95,$1.78,$8.89,$6.30,$20.99,$9.30,$30.99,B0009PS5V2,56236898,,
9349,NES,Might and Magic,$41.99,$87.00,$204.49,$17.60,$43.99,$36.40,$90.99,$86.00,$214.99,B00004SVSE,4938,,
12002,NES,Mighty Bomb Jack,$6.97,$152.50,$769.00,$1.46,$7.29,$64.00,$159.99,$322.80,$806.99,B0010ED7SM,56249677,,
38011,NES,Mighty Bomb Jack [5 Screw],,,,,,,,,,none,,,
9351,NES,Mighty Final Fight,$182.49,$510.01,$750.00,$76.80,$191.99,$214.40,$535.99,$315.20,$787.99,B00004SVSF,5766,$159.99,$28.00
12001,NES,Mike Tyson's Punch-Out,$26.50,$62.00,$810.00,$8.40,$27.99,$26.00,$64.99,$340.40,$850.99,B00005AV8O,56209434,$29.99,$9.60
12336,NES,Millipede,$3.99,$16.49,$55.00,$0.84,$4.19,$3.40,$16.99,$23.20,$57.99,B000GAYPUK,56237075,,
12003,NES,Milon's Secret Castle,$5.24,$11.06,$49.02,$1.10,$5.49,$2.40,$11.99,$20.40,$50.99,B00004SVUA,6050,,
12337,NES,Miracle Piano,$12.00,$95.00,$12.05,$2.60,$12.99,$40.00,$99.99,$2.60,$12.99,B000TK6ZP0,56244273,,
19303,NES,Mission Cobra,$34.99,$67.95,$127.61,$14.80,$36.99,$28.40,$70.99,$53.60,$133.99,B000I5OOE0,56210534,,
9358,NES,Mission Impossible,$3.93,$10.50,$34.95,$0.82,$4.09,$2.20,$10.99,$14.80,$36.99,B00004SVSG,4097,,
9366,NES,Monopoly,$3.00,$9.99,$14.01,,$3.19,$2.00,$9.99,$3.00,$14.99,B00004SVSH,4424,,
12338,NES,Monster Party,$12.99,$46.99,$256.02,$2.80,$13.99,$19.60,$48.99,$107.60,$268.99,B00004SVSJ,56253399,,
12339,NES,Monster Truck Rally,$13.08,$44.43,$77.00,$2.80,$13.99,$18.80,$46.99,$32.40,$80.99,B00004SVXX,56249207,,
12340,NES,Monster in My Pocket,$36.99,$68.50,$243.50,$15.60,$38.99,$28.80,$71.99,$102.40,$255.99,B00004SVSI,6098,$29.99,$8.00
21116,NES,Moon Ranger,$155.00,$275.00,$249.99,$65.20,$162.99,$115.60,$288.99,$104.80,$261.99,B001QHW7ES,170219145,,
9377,NES,Motor City Patrol,$37.06,$100.00,$120.00,$15.60,$38.99,$42.00,$104.99,$50.40,$125.99,B00004SVSK,5869,,
9382,NES,Ms. Pac-Man (Namco),$22.24,$19.99,$309.95,$6.90,$22.99,$9.30,$30.99,$130.00,$324.99,B000LSTEZ8,4789,$14.99,$4.00
30883,NES,Ms. Pac-Man (Tengen),$16.00,$20.50,$57.00,$3.40,$16.99,$6.60,$21.99,$24.00,$59.99,B000R4N7WW,170235282,,
12341,NES,Muppet Adventure,$6.99,$16.05,$119.99,$1.46,$7.29,$3.40,$16.99,$50.40,$125.99,B00004SVSL,56241276,,
9390,NES,Mutant Virus,$20.23,$62.99,$69.99,$6.30,$20.99,$26.40,$65.99,$29.20,$72.99,B00004SVSM,5880,,
14929,NES,Myriad 6-in-1,$1299.95,$1500.00,$3000.00,$546.00,$1364.99,$630.00,$1574.99,$1260.00,$3149.99,,,,
