id,console-name,product-name,loose-price,cib-price,new-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,retail-new-buy,retail-new-sell,asin,epid,gamestop-price,gamestop-trade-price
16491,3DO,20th Century Video Almanac,$4.53,$29.99,$14.99,$0.96,$4.79,$9.30,$30.99,$3.20,$15.99,,56244593,,
16492,3DO,3D Atlas,$20.00,$19.99,$25.95,$6.30,$20.99,$6.30,$20.99,$8.10,$26.99,,56235798,,
16493,3DO,3DO Buffet,$0.99,$5.50,$7.99,,$1.99,$1.20,$5.79,$1.70,$8.39,B0012Y31A4,6238,,
16662,3DO,3DO Console,$270.08,,$849.00,$113.60,$283.99,$131.20,$327.99,$356.40,$890.99,B001BO2O1C,,,
16494,3DO,3DO Interactive Sampler CD 1,$5.01,$7.50,$22.46,$1.06,$5.29,$1.60,$7.89,$7.20,$23.99,,56253243,,
16495,3DO,3DO Interactive Sampler CD 2,$3.77,$8.99,$14.01,$0.80,$3.99,$1.90,$9.39,$3.00,$14.99,,56247030,,
35962,3DO,3DO Maniac Pack,$69.99,$75.00,,$29.20,$72.99,$31.60,$78.99,,,B001FMB600,112549119,,
35943,3DO,Air Warrior,,,,,,,,,,,56227741,,
16496,3DO,Alone in the Dark,$14.99,$20.00,$31.00,$3.20,$15.99,$6.30,$20.99,$9.90,$32.99,,6141,,
16497,3DO,Alone in the Dark 2,$35.00,$23.50,$32.76,$14.80,$36.99,$17.60,$43.99,$10.20,$33.99,B0012ZGHC2,6382,,
16498,3DO,Animals!,$14.95,$8.99,$8.99,$3.20,$15.99,$3.80,$18.99,$1.90,$9.39,,56241556,,
16502,3DO,BC Racers,$30.00,$39.99,$54.99,$9.60,$31.99,$16.80,$41.99,$23.20,$57.99,B000BUPC48,8465,,
16499,3DO,Ballz: The Directors Cut,$9.50,$59.95,$9.95,$2.00,$9.99,$25.20,$62.99,$2.00,$9.99,,56240126,,
16500,3DO,Battle Chess,$6.89,$1.99,$9.95,$1.44,$7.19,$1.80,$8.99,$2.00,$9.99,,58028219,,
16501,3DO,BattleSport,$13.99,$29.99,$13.50,$3.00,$14.99,$9.30,$30.99,$2.80,$13.99,B001CN3PYM,8302,,
16504,3DO,BladeForce,$14.99,$21.99,$21.49,$3.20,$15.99,$6.90,$22.99,$6.90,$22.99,B000BUMC9Q,5993,,
16505,3DO,Blonde Justice,$44.00,$65.00,$69.95,$18.40,$45.99,$27.20,$67.99,$29.20,$72.99,,56241892,,
16506,3DO,Brain Dead 13,$4.25,$10.00,$44.00,$0.90,$4.49,$2.20,$10.99,$18.40,$45.99,B001CNA8QK,6634,,
16507,3DO,Burning Soldier,$8.99,$24.01,$37.94,$1.88,$9.39,$7.50,$24.99,$16.00,$39.99,B000BUNE1G,56235808,,
16508,3DO,Bust-A-Move,$18.00,$79.99,$46.00,$3.80,$18.99,$33.60,$83.99,$19.20,$47.99,B000BTI5AW,6003,,
16509,3DO,C.P.U. Bach,$16.80,$8.99,$14.99,$3.60,$17.99,$6.60,$21.99,$3.20,$15.99,B000I3ODRU,56237218,,
16510,3DO,Cannon Fodder,$51.00,$28.99,$20.49,$21.60,$53.99,$25.20,$62.99,$6.60,$21.99,B000UFN3MC,8146,,
16511,3DO,Captain Quazar,$58.45,$69.95,$9.99,$24.40,$60.99,$29.20,$72.99,$2.00,$9.99,B000QUFJJG,56205814,,
16512,3DO,Carrier: Fortress at Sea,$17.99,$18.74,$31.95,$3.80,$18.99,$4.00,$19.99,$10.20,$33.99,,56239574,,
16513,3DO,Casper,$7.99,$399.99,$42.00,$1.68,$8.39,$168.00,$419.99,$17.60,$43.99,,8123,,
16514,3DO,Club 3DO: Station Invasion,$13.99,$11.95,$32.99,$3.00,$14.99,$3.60,$17.99,$10.50,$34.99,,56236671,,
16515,3DO,Corpse Killer,$15.85,$29.95,$59.99,$3.40,$16.99,$9.30,$30.99,$25.20,$62.99,,8097,,
16516,3DO,Coven,$65.00,$109.00,$109.99,$27.20,$67.99,$45.60,$113.99,$46.00,$114.99,,56257141,,
16517,3DO,Cowboy Casino,$6.28,$9.99,$39.94,$1.32,$6.59,$2.00,$9.99,$16.80,$41.99,B000BTSTOY,56249397,,
16518,3DO,Crash 'N Burn,$13.97,$14.50,$29.99,$3.00,$14.99,$3.00,$14.99,$9.30,$30.99,B000GJ3HF0,56237020,,
16519,3DO,Creature Shock,$19.99,$19.88,$50.00,$6.30,$20.99,$7.50,$24.99,$21.20,$52.99,B0009WMHRS,8156,,
16520,3DO,Crime Patrol,$11.99,$32.99,$59.94,$2.60,$12.99,$10.50,$34.99,$25.20,$62.99,B000UFJ7I6,8133,,
16535,3DO,Crime Patrol 2 Drug Wars,$16.99,$79.99,$9.45,$3.60,$17.99,$33.60,$83.99,$2.00,$9.89,,56227751,,
16521,3DO,Cyberdillo,$13.99,$149.99,$50.00,$3.00,$14.99,$62.80,$156.99,$21.20,$52.99,B000BUNE2U,56227171,,
16522,3DO,Cyberia,$39.99,$35.00,$26.86,$16.80,$41.99,$19.60,$48.99,$8.40,$27.99,B001CMYB28,8424,,
16523,3DO,D,$15.88,$44.89,$49.99,$3.40,$16.99,$18.80,$46.99,$20.80,$51.99,,56236186,,
16524,3DO,Daedalus Encounter,$14.99,$41.00,$40.00,$3.20,$15.99,$17.20,$42.99,$16.80,$41.99,B000K0GEFU,6047,,
16525,3DO,DeathKeep,$14.95,$36.00,$44.22,$3.20,$15.99,$15.20,$37.99,$18.40,$45.99,B000BUDS44,56252129,,
16527,3DO,Demolition Man,$18.75,$23.59,$41.00,$4.00,$19.99,$7.50,$24.99,$17.20,$42.99,B000QXG7IU,8475,,
16528,3DO,Dennis Miller: That's News to Me,$39.99,$5.55,$46.82,$16.80,$41.99,$19.60,$48.99,$19.60,$48.99,,56253979,,
16529,3DO,Digital Dreamware,$15.00,$39.99,,$3.20,$15.99,$16.80,$41.99,,,,56261772,,
16530,3DO,DinoPark Tycoon,$12.25,$12.99,$3999.99,$2.60,$12.99,$2.80,$13.99,$1680.00,$4199.99,,56238178,,
16531,3DO,Doctor Hauzer,$8.00,$33.99,,$1.68,$8.39,$14.40,$35.99,,,,56250297,,
16532,3DO,Doom,$12.99,$30.00,$33.78,$2.80,$13.99,$9.60,$31.99,$10.50,$34.99,,8355,,
16533,3DO,Dragon Lore,$12.99,$41.00,$21.50,$2.80,$13.99,$17.20,$42.99,$6.90,$22.99,,56225621,,
16534,3DO,Dragon's Lair,$14.95,$23.87,$66.00,$3.20,$15.99,$7.50,$24.99,$27.60,$68.99,B000BUGN4Q,6751,,
35944,3DO,ESPN Baseball: Interactive Hitting,,,$19.99,,,,,$6.30,$20.99,B000UFVCXO,170313728,,
35949,3DO,ESPN Golf: Lower Your Score With Tom Kite,$10.00,$11.00,$17.99,$2.20,$10.99,$2.40,$11.99,$3.80,$18.99,B000UFTEDO,112944664,,
35945,3DO,ESPN Let's Go Skiing,,,$44.99,,,,,$18.80,$46.99,,170282130,,
35783,3DO,ESPN Let's Play Beach Volleyball,,$19.52,$9.99,,,$6.30,$20.99,$2.00,$9.99,,170270947,,
35946,3DO,ESPN Let's Play Soccer,$27.00,$29.99,$31.00,$8.40,$27.99,$9.30,$30.99,$9.90,$32.99,B002XWVNL8,114534720,,
35947,3DO,ESPN Let's Play Tennis,$9.99,,$17.99,$2.00,$9.99,$2.40,$11.99,$3.80,$18.99,B002XX188A,114565938,,
16539,3DO,ESPN Step Aerobics,$15.99,$10.50,$7.77,$3.40,$16.99,$6.30,$20.99,$1.60,$8.19,,56253989,,
16537,3DO,Endlessly,$50.00,,$105.00,$21.20,$52.99,$24.80,$61.99,$44.00,$109.99,B0002V7T0G,56268080,,
16538,3DO,Escape from Monster Manor,$18.60,$30.42,$32.95,$4.00,$19.99,$9.60,$31.99,$10.50,$34.99,B000I71UWM,56241546,,
16543,3DO,FIFA International Soccer,$12.95,$7.99,$19.99,$2.80,$13.99,$3.40,$16.99,$6.30,$20.99,B000BTWLU2,8211,,
16540,3DO,Family Feud,$16.99,$19.99,$27.89,$3.60,$17.99,$6.30,$20.99,$8.70,$28.99,,6248,,
16541,3DO,Fatty Bear's Birthday Surprise,$1.25,$10.00,$79.87,,$1.99,$2.20,$10.99,$33.60,$83.99,,56249407,,
16542,3DO,Fatty Bear's Fun Pack,$0.99,$32.99,$64.99,,$1.99,$10.50,$34.99,$27.20,$67.99,,56237228,,
16544,3DO,Flashback: The Quest for Identity,$15.00,$29.99,$74.96,$3.20,$15.99,$9.30,$30.99,$31.60,$78.99,B003QCX3BM,6059,,
16545,3DO,Flying Nightmares,$7.40,$8.50,$19.98,$1.56,$7.79,$1.80,$8.89,$6.30,$20.99,,56232950,,
16546,3DO,Foes of Ali,$7.40,$14.99,$21.49,$1.56,$7.79,$3.20,$15.99,$6.90,$22.99,B000QX9J5S,56243183,,
16547,3DO,Fun 'N Games,$5.00,$12.94,$10.00,$1.06,$5.29,$2.80,$13.99,$2.20,$10.99,B0012ZGLWS,8250,,
16548,3DO,Game Guru,$28.00,$45.00,$129.95,$8.70,$28.99,$18.80,$46.99,$54.40,$135.99,,56209454,,
16549,3DO,Gex,$10.55,$23.97,$59.99,$2.20,$10.99,$7.50,$24.99,$25.20,$62.99,B000YN50OE,8201,,
16550,3DO,Gridders,$23.75,$32.74,$49.99,$7.50,$24.99,$10.20,$33.99,$20.80,$51.99,B000UFJ6GO,6722,,
16551,3DO,Guardian War,$9.50,$18.84,$45.00,$2.00,$9.99,$4.00,$19.99,$18.80,$46.99,,6033,,
35948,3DO,Gunslinger Collection,$27.25,$28.01,$77.79,$8.70,$28.99,$8.70,$28.99,$32.80,$81.99,B0012ZHTSS,60689230,,
16552,3DO,Hell: A Cyberpunk Thriller,$11.87,$17.50,$31.95,$2.40,$11.99,$3.60,$17.99,$10.20,$33.99,B000UQB3HS,56232365,,
16553,3DO,Horde,$10.99,$39.99,$33.00,$2.40,$11.99,$16.80,$41.99,$10.50,$34.99,B000QX9692,8143,,
16554,3DO,Icebreaker,$25.00,$15.50,$25.01,$7.80,$25.99,$9.30,$30.99,$7.80,$25.99,B000BUPC66,56236351,,
16555,3DO,Immercenary,$10.41,$16.00,$14.65,$2.20,$10.99,$3.40,$16.99,$3.00,$14.99,B000BUMC7S,56211854,,
16556,3DO,Immortal Desire,$39.99,$92.50,$99.95,$16.80,$41.99,$38.80,$96.99,$42.00,$104.99,,56267615,,
16557,3DO,Incredible Machine,$6.15,$7.50,$13.99,$1.30,$6.49,$1.60,$7.89,$3.00,$14.99,B0007U9IDS,6304,,
16558,3DO,Iron Angel of the Apocalypse,$4.99,$44.99,$39.00,$1.04,$5.19,$18.80,$46.99,$16.40,$40.99,B000BW7794,56246395,,
16559,3DO,Iron Angel of the Apocalyspe: The Return,$4.99,$20.50,$37.00,$1.04,$5.19,$6.60,$21.99,$15.60,$38.99,,56240994,,
31642,3DO,It's a Bird's Life,$13.95,,$40.00,$3.00,$14.99,$3.60,$17.99,$16.80,$41.99,,56238430,,
16561,3DO,Jammit,$4.25,$18.95,$31.01,$0.90,$4.49,$4.00,$19.99,$9.90,$32.99,B00009B8FD,8574,,
16562,3DO,John Madden Football,$6.99,$10.20,$9.95,$1.46,$7.29,$2.20,$10.99,$2.00,$9.99,B005GY2BA2,6268,,
16563,3DO,Johnny Bazookatone,$24.99,$37.00,$86.00,$7.80,$25.99,$15.60,$38.99,$36.00,$89.99,B000ODOHQQ,8166,,
16564,3DO,Jurassic Park Interactive,$13.99,$17.47,$22.50,$3.00,$14.99,$3.60,$17.99,$7.20,$23.99,B000GJ03HA,7973,,
16565,3DO,Killing Time,$4.25,$35.99,$39.99,$0.90,$4.49,$15.20,$37.99,$16.80,$41.99,B000HF9428,7937,,
16566,3DO,Kingdom: The Far Reaches,$19.99,$26.00,$39.99,$6.30,$20.99,$8.10,$26.99,$16.80,$41.99,B000BVX27G,6593,,
16567,3DO,Last Bounty Hunter,$31.55,$26.00,$50.00,$9.90,$32.99,$15.60,$38.99,$21.20,$52.99,,56247075,,
16568,3DO,Lemmings,$45.00,$29.94,$29.99,$18.80,$46.99,$22.00,$54.99,$9.30,$30.99,B000BTBTT6,8309,,
16569,3DO,Life Stage: Virtual House,$2.50,$32.00,$0.99,,$2.59,$10.20,$33.99,,$1.99,,56232782,,
16570,3DO,Lost Eden,$34.99,$47.00,$143.50,$14.80,$36.99,$19.60,$48.99,$60.40,$150.99,B000QUC840,56238660,,
16571,3DO,Lost Files of Sherlock Holmes,$19.95,$34.99,$199.99,$6.30,$20.99,$14.80,$36.99,$84.00,$209.99,B00187AXYM,56249457,,
16572,3DO,Love Bites,$66.69,$22.50,$99.95,$28.00,$69.99,$32.40,$80.99,$42.00,$104.99,,56279427,,
16573,3DO,Lucienne's Quest,$152.50,$84.00,$743.00,$64.00,$159.99,$74.00,$184.99,$312.00,$779.99,B000QX7DWO,56282309,,
16574,3DO,Mad Dog II: The Lost Gold,$17.90,$62.00,$49.99,$3.80,$18.99,$26.00,$64.99,$20.80,$51.99,B000K0L752,8319,,
16575,3DO,Mad Dog McCree,$19.99,$22.00,$38.70,$6.30,$20.99,$6.90,$22.99,$16.40,$40.99,,8459,,
16576,3DO,Mathemagics,$22.50,$315.00,,$7.20,$23.99,$132.40,$330.99,,,,56237258,,
16577,3DO,Mazer,$5.99,$14.94,$35.00,$1.26,$6.29,$3.20,$15.99,$14.80,$36.99,B000ML477Y,6181,,
16578,3DO,MegaRace,$19.77,$51.00,$84.97,$6.30,$20.99,$21.60,$53.99,$35.60,$88.99,,7966,,
16579,3DO,Microcosm,$29.99,$59.99,$0.99,$9.30,$30.99,$25.20,$62.99,,$1.99,,56231372,,
16580,3DO,Mind Teazzer,$28.00,,,$8.70,$28.99,$10.20,$33.99,,,,56283609,,
16581,3DO,Myst,$6.82,$8.01,$19.88,$1.44,$7.19,$1.70,$8.39,$6.30,$20.99,B000BUMC8C,8434,,
16582,3DO,Need for Speed,$18.36,$21.47,$45.00,$3.80,$18.99,$6.90,$22.99,$18.80,$46.99,B000BTYP4C,56209464,,
16583,3DO,NeuroDancer: Journey Into The Neuronet,$38.99,$250.00,,$16.40,$40.99,$105.20,$262.99,,,,56266995,,
16584,3DO,Night Trap,$39.99,$144.66,$85.00,$16.80,$41.99,$60.80,$151.99,$35.60,$88.99,B000UFJE7U,8478,,
16585,3DO,Novastorm,$18.04,$12.00,$19.99,$3.80,$18.99,$6.90,$22.99,$6.30,$20.99,,7983,,
16586,3DO,Oceans Below,$1.99,$23.95,$70.00,,$2.09,$7.50,$24.99,$29.60,$73.99,,56210874,,
16587,3DO,Off-World Interceptor,$9.95,$24.99,$24.50,$2.00,$9.99,$7.80,$25.99,$7.80,$25.99,,56240136,,
16588,3DO,Olympic Soccer,$13.88,$15.50,$60.00,$3.00,$14.99,$3.20,$15.99,$25.20,$62.99,,8260,,
16589,3DO,Olympic Summer Games,$22.95,$15.00,$45.00,$7.20,$23.99,$8.70,$28.99,$18.80,$46.99,,8332,,
16590,3DO,Out of This World,$12.50,$39.99,$119.99,$2.60,$12.99,$16.80,$41.99,$50.40,$125.99,B0017H1MY8,6043,,
16594,3DO,PGA Tour 96,$1.04,$6.99,$8.99,,$1.99,$1.50,$7.29,$1.90,$9.39,B000BTYRDG,8391,,
16597,3DO,PO'ed,$15.00,$29.99,$77.00,$3.20,$15.99,$9.30,$30.99,$32.40,$80.99,B000UWKNBE,8149,,
16591,3DO,Panzer General,$5.00,$8.99,$54.99,$1.06,$5.29,$1.90,$9.39,$23.20,$57.99,B000BW92TW,8060,,
16592,3DO,Pataank,$19.99,$14.99,$50.00,$6.30,$20.99,$7.50,$24.99,$21.20,$52.99,B000BUDS8K,56248657,,
16593,3DO,Pebble Beach Golf Links,$8.99,$4.94,$15.95,$1.88,$9.39,$2.40,$11.99,$3.40,$16.99,B000O5X8FA,8298,,
35950,3DO,Perfect General,$10.50,$29.95,$34.01,$2.20,$10.99,$9.30,$30.99,$14.40,$35.99,B0007PKZ7G,56267490,,
16595,3DO,Phoenix 3,$14.99,$16.40,$60.28,$3.20,$15.99,$3.40,$16.99,$25.20,$62.99,B000UFWLPM,56235818,,
16596,3DO,Plumbers Don't Wear Ties,$51.99,$150.00,$299.99,$22.00,$54.99,$63.20,$157.99,$126.00,$314.99,B001G1OLDO,56251939,,
16598,3DO,Policenauts,$3.99,,$115.00,$0.84,$4.19,$1.20,$5.99,$48.40,$120.99,B003U56O6G,56227791,,
16600,3DO,Primal Rage,$49.95,$49.99,$172.50,$20.80,$51.99,$20.80,$51.99,$72.40,$180.99,,8270,,
16601,3DO,Psychic Detective,$8.00,$31.00,$29.99,$1.68,$8.39,$9.90,$32.99,$9.30,$30.99,B000GJ5G72,8186,,
16604,3DO,Putt-Putt Fun Pack,$61.00,$10.74,$11.50,$25.60,$63.99,$30.00,$74.99,$2.40,$11.99,,56244653,,
16602,3DO,Putt-Putt Goes to the Moon,$48.00,$3.94,$39.95,$20.00,$49.99,$23.20,$57.99,$16.80,$41.99,,56237345,,
16603,3DO,Putt-Putt Joins the Parade,$22.50,$13.90,$37.00,$7.20,$23.99,$8.70,$28.99,$15.60,$38.99,,56232792,,
16605,3DO,Quarantine,$8.95,$25.00,$6.99,$1.88,$9.39,$7.80,$25.99,$1.50,$7.29,,56237030,,
16606,3DO,Quarterback Attack with Mike Ditka,$19.95,,$49.95,$6.30,$20.99,$7.50,$24.99,$20.80,$51.99,,8329,,
35951,3DO,Real Pinball,$5.50,$23.89,$19.99,$1.16,$5.79,$7.50,$24.99,$6.30,$20.99,B000BUENLQ,56210884,,
16607,3DO,Return Fire,$19.95,$13.27,$7.03,$6.30,$20.99,$7.50,$24.99,$1.50,$7.39,B000BUGOK4,6120,,
16608,3DO,Return Fire: Maps O' Death,$5.11,$19.99,$29.99,$1.08,$5.39,$6.30,$20.99,$9.30,$30.99,B000BVRQHS,56210934,,
16610,3DO,Rise of the Robots,$16.99,$9.42,$19.99,$3.60,$17.99,$6.60,$21.99,$6.30,$20.99,,8505,,
16611,3DO,Road Rash,$20.00,$30.54,$34.99,$6.30,$20.99,$9.60,$31.99,$14.80,$36.99,B000BTSTNA,8339,,
16612,3DO,Robinson's Requiem,$14.99,$89.00,$20.00,$3.20,$15.99,$37.20,$92.99,$6.30,$20.99,B000QUF41E,56227111,,
16614,3DO,Samurai Shodown,$13.96,$29.99,$51.00,$3.00,$14.99,$9.30,$30.99,$21.60,$53.99,B000I3MIC2,8153,,
16615,3DO,Scramble Cobra,$27.99,$2.99,$29.99,$8.70,$28.99,$10.20,$33.99,$9.30,$30.99,,56270186,,
16616,3DO,Seal of the Pharaoh,$19.99,$22.50,$65.00,$6.30,$20.99,$7.20,$23.99,$27.20,$67.99,B001J1Y9TM,56238370,,
16617,3DO,Sesame Street: Numbers,$28.99,$20.00,$21.95,$9.00,$29.99,$10.50,$34.99,$6.90,$22.99,,56232832,,
16618,3DO,Sewer Shark,$21.99,$44.99,$51.00,$6.90,$22.99,$18.80,$46.99,$21.60,$53.99,,56250077,,
16619,3DO,Shadow: War of Succession,$23.72,$15.50,$45.00,$7.50,$24.99,$9.00,$29.99,$18.80,$46.99,,56244683,,
16620,3DO,Shanghai: Triple Threat,$9.95,$6.54,$17.99,$2.00,$9.99,$2.40,$11.99,$3.80,$18.99,B000BUBHEM,7993,,
16621,3DO,Shock Wave: Invasion Earth: 2019,$8.04,$17.47,$9.95,$1.68,$8.39,$3.60,$17.99,$2.00,$9.99,B000BTUV2C,8221,,
16622,3DO,Shock Wave: Operation Jumpgate,$13.95,$17.15,$19.99,$3.00,$14.99,$3.60,$17.99,$6.30,$20.99,B000BUIDTO,56210034,,
16623,3DO,Shockwave 2: Beyond the Gate,$5.45,$17.99,$30.00,$1.14,$5.69,$3.80,$18.99,$9.60,$31.99,B000BUGFXK,56243933,,
16624,3DO,Slam 'N Jam '95,$0.01,$34.99,$3.84,,$1.99,$14.80,$36.99,$0.80,$3.99,B000UFVDTW,56251959,,
16625,3DO,Slayer,$6.74,$35.00,$129.99,$1.42,$7.09,$14.80,$36.99,$54.40,$135.99,B000E33VNQ,56232722,,
16626,3DO,Snow Job,$37.77,$126.01,$174.99,$16.00,$39.99,$52.80,$131.99,$73.60,$183.99,,56251996,,
16627,3DO,Soccer Kid,$19.99,$49.99,$29.99,$6.30,$20.99,$20.80,$51.99,$9.30,$30.99,,7946,,
16628,3DO,Space Ace,$34.95,$37.66,$15.99,$14.80,$36.99,$16.00,$39.99,$3.40,$16.99,B000BTBTJG,8070,,
16629,3DO,Space Hulk: Vengeance of the Blood Angels,$9.50,$24.99,$30.00,$2.00,$9.99,$7.80,$25.99,$9.60,$31.99,B000BTSUB6,56221981,,
16630,3DO,Space Pirates,$26.00,$31.95,$50.00,$8.10,$26.99,$10.20,$33.99,$21.20,$52.99,,56226291,,
16631,3DO,Space Shuttle,$6.50,$19.99,$39.99,$1.36,$6.79,$6.30,$20.99,$16.80,$41.99,,56210914,,
16633,3DO,Star Control II,$24.50,$70.00,$48.00,$7.80,$25.99,$29.60,$73.99,$20.00,$49.99,B000QUFH98,6314,,
16634,3DO,Star Fighter,$30.00,$24.99,$4.99,$9.60,$31.99,$15.20,$37.99,$1.00,$5.19,B000I8ALSU,8362,,
16635,3DO,Star Wars: Rebel Assault,$24.99,$21.99,$10.99,$7.80,$25.99,$9.30,$30.99,$2.40,$11.99,B000BUNE2A,8349,,
16632,3DO,Starblade,$14.99,$19.95,$16.50,$3.20,$15.99,$6.30,$20.99,$3.40,$16.99,B000BVTPVS,8290,,
16636,3DO,Stellar 7: Draxon's Revenge,$12.95,$15.94,$9.99,$2.80,$13.99,$3.40,$16.99,$2.00,$9.99,,56209474,,
16637,3DO,Strahl,$35.00,$99.99,$79.99,$14.80,$36.99,$42.00,$104.99,$33.60,$83.99,B000BW5Y5S,56233210,,
16638,3DO,Super Models Go Wild,$34.99,$59.00,,$14.80,$36.99,$24.80,$61.99,,,,56274203,,
16639,3DO,Super Street Fighter II Turbo,$23.99,$38.00,$39.99,$7.50,$24.99,$16.00,$39.99,$16.80,$41.99,B000BTWM1U,8030,,
16640,3DO,Super Wing Commander,$14.99,$9.99,$54.99,$3.20,$15.99,$3.80,$18.99,$23.20,$57.99,B000BTYR86,56240146,,
16641,3DO,Supreme Warrior,$29.95,$35.99,$59.99,$9.30,$30.99,$15.20,$37.99,$25.20,$62.99,,8137,,
16642,3DO,Syndicate,$4.99,$17.53,$45.00,$1.04,$5.19,$3.60,$17.99,$18.80,$46.99,B000BTSV10,8414,,
16643,3DO,Theme Park,$24.95,$4.12,$40.00,$7.80,$25.99,$9.30,$30.99,$16.80,$41.99,B000BUELUY,6053,,
16644,3DO,Toontime in the Classroom,$32.75,$39.99,$81.00,$10.20,$33.99,$16.80,$41.99,$34.00,$84.99,,56238440,,
16645,3DO,Total Eclipse,$6.49,$8.99,$44.99,$1.36,$6.79,$1.90,$9.39,$18.80,$46.99,B000MU3ETC,8159,,
16647,3DO,Trip'd,$11.00,$29.99,$44.85,$2.40,$11.99,$9.30,$30.99,$18.80,$46.99,B000BW92S8,6324,,
16648,3DO,Twisted: The Game Show,$6.29,$10.97,$24.99,$1.32,$6.59,$2.40,$11.99,$7.80,$25.99,B000HCZNL2,7976,,
16651,3DO,VR Stalker,$12.95,$19.99,$12.99,$2.80,$13.99,$6.30,$20.99,$2.80,$13.99,,56236565,,
35952,3DO,Virtual Vivid Sampler,$9.99,$129.99,,$2.00,$9.99,$54.40,$135.99,,,,56262762,,
16650,3DO,Virtuoso,$61.00,$98.99,$112.50,$25.60,$63.99,$41.60,$103.99,$47.20,$117.99,,56250097,,
16652,3DO,Waialae Country Club,$5.00,$1.25,$15.99,$1.06,$5.29,$1.40,$6.99,$3.40,$16.99,B000BVX1GS,8196,,
16653,3DO,Way of the Warrior,$19.47,$29.99,$74.99,$4.00,$19.99,$9.30,$30.99,$31.60,$78.99,B000005LBJ,8040,,
16654,3DO,Who Shot Johnny Rock?,$29.99,$24.95,$11.99,$9.30,$30.99,$14.80,$36.99,$2.60,$12.99,,8401,,
16655,3DO,Wicked 18,$5.50,$9.99,$18.00,$1.16,$5.79,$2.00,$9.99,$3.80,$18.99,B000BUNE16,8300,,
16656,3DO,Wing Commander III: Heart of the Tiger,$16.99,$18.52,$42.66,$3.60,$17.99,$3.80,$18.99,$18.00,$44.99,B000UWOEMI,8163,,
16657,3DO,Winning Post,,,,,,,,,,,56246134,,
16658,3DO,Wolfenstein 3D,$32.99,$59.99,$57.75,$10.50,$34.99,$25.20,$62.99,$24.40,$60.99,B000BUENLG,8411,,
35953,3DO,Woody Woodpecker and Friends Vol. 1,$29.89,$99.99,,$9.30,$30.99,$42.00,$104.99,,,,170314138,,
35954,3DO,Woody Woodpecker and Friends Vol. 2,,,,,,,,,,,,,
35955,3DO,Woody Woodpecker and Friends Vol. 3,,,,,,,,,,,170250349,,
16659,3DO,World Cup Golf: Hyatt Dorado Beach,$6.95,$14.95,$2.25,$1.46,$7.29,$3.20,$15.99,,$2.39,B000F3HS5W,56232078,,
16661,3DO,Zhadnost: The People's Party,$13.99,$18.00,$14.99,$3.00,$14.99,$3.80,$18.99,$3.20,$15.99,B00130266W,6365,,
36338,Amiibo,Animal Crossing 3 Pack,$13.05,,$8.52,$2.80,$13.99,$3.40,$16.99,$1.80,$8.99,B014KXMDXO,,,
37492,Amiibo,Blathers,$3.95,,$3.80,$0.84,$4.19,$1.20,$5.99,$0.80,$3.99,B017W17G1U,,,
37401,Amiibo,Bokoblin,,,$33.00,,,,,$10.50,$34.99,B01N33OBYK,,,
37514,Amiibo,Boo,$17.99,,$17.98,$3.80,$18.99,$6.90,$22.99,$3.80,$18.99,B01H2DKGZQ,,,
35419,Amiibo,Bowser,$1.50,,$5.00,,$1.99,,$2.99,$1.10,$5.29,B00PG6Z65M,,,
35587,Amiibo,Bowser - Super Mario,$7.25,,$11.95,$1.52,$7.59,$2.00,$9.99,$2.60,$12.99,,,,
35687,Amiibo,Bowser Jr,,,$13.49,,,,,$2.80,$13.99,,,,
37508,Amiibo,Callie,$20.65,,$12.00,$6.60,$21.99,$7.80,$25.99,$2.60,$12.99,B01G6LXS0A,,,
35420,Amiibo,Captain Falcon,$23.00,,$17.95,$7.20,$23.99,$8.70,$28.99,$3.80,$18.99,B00O97ZVJ0,,,
37494,Amiibo,Celeste,$9.99,,$3.95,$2.00,$9.99,$2.40,$11.99,$0.80,$4.19,B017W177FK,,,
35593,Amiibo,Charizard,$8.35,,$14.65,$1.76,$8.79,$2.20,$10.99,$3.00,$14.99,B00TS0UFAS,,,
36099,Amiibo,Chibi-Robo,$6.50,,$4.99,$1.36,$6.79,$1.80,$8.99,$1.00,$5.19,B016S5DC3M,,,
37485,Amiibo,Cyrus,$3.05,,$9.99,,$3.19,$1.00,$4.99,$2.00,$9.99,B017XEF9D8,,,
37515,Amiibo,Daisy,$5.98,,$5.59,$1.26,$6.29,$1.60,$7.99,$1.20,$5.89,B01H2DKIDG,,,
35864,Amiibo,Dark Pit,,,$22.75,,,,,$7.20,$23.99,,,,
35421,Amiibo,Diddy Kong,$10.82,,$6.00,$2.20,$10.99,$2.80,$13.99,$1.30,$6.29,B00O982JSU,,,
37516,Amiibo,Diddy Kong - Mario Series,$15.00,,$12.95,$3.20,$15.99,$3.80,$18.99,$2.80,$13.99,B01H2DKHSM,,,
37486,Amiibo,Digby,$7.70,,$4.93,$1.62,$8.09,$2.00,$9.99,$1.00,$5.19,B01BN4FO8O,,,
35422,Amiibo,Donkey Kong,$18.99,,$6.99,$4.00,$19.99,$7.20,$23.99,$1.50,$7.29,B00N4ABP7A,,,
37517,Amiibo,Donkey Kong - Mario Series,,,$17.70,,,,,$3.80,$18.99,B01H2DKHZ0,,,
